id;productgroup;main_text;add_text;manufacturer
37628751;BICYCLES;2. WAHL: S'COOL XXLITE 18 ORANGE/GREY MATT;RESTPOSTEN>>FAHRRADRESTPOSTEN>>KINDER-&JUGENDRAEDER20-26ZOLL;S'COOL
26430448;WASHINGMACHINES;WW 80 J 3473 KW;WASCHMASCHINEN;SAMSUNG
58444464;CONTACT LENSES;BIOTRUE ONEDAY 30ER;UNASSIGNED;B&L
77472656;WASHINGMACHINES;Waschautom. L6468AFL;40801;ELECTROLUX
37675887;BICYCLES;ORTLER VAN DYCK DOLPHIN GREY;FAHRRAEDER>>CITYRAEDER>>CITYRAEDER;ORTLER
37730292;BICYCLES;2. WAHL VERMONT KINARA HERREN SCHWARZ MATT;RESTPOSTEN>>FAHRRADRESTPOSTEN>>TREKKINGFAHRRAD;VERMONT
25800642;WASHINGMACHINES;CWF 14B21 6 KG**1400 U/MIN**SZV**A+++;WASCHAUTOMATFRONTLADER;CONSTRUCTA
23752145;WASHINGMACHINES;1 WM14W790 WEISS;2019;SIEMENS
37708225;BICYCLES;SERIOUS PROVO TRAIL 27,5 SCHWARZ MATT;FAHRRAEDER>>MOUNTAINBIKES>>MTBHARDTAILS;SERIOUS
67236250;BICYCLES;638000  TREKKING 28 TREKKING 28 WEISS 55;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_TREKKINGRAEDER;
62207764;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
62234950;CONTACT LENSES;1-DAY ACUVUE MOIST FOR ASTIGMA30 STÜCKUNISEX;LINSEN;J&J
72280059;CONTACT LENSES;CONTACTLINSEN COOPER VISION KATALOG CADENCE PREMIER MULTIFOCAL [N-LINS;CL;COOPER VISION KATALOG
62236019;CONTACT LENSES;SOFLENS TORIC6 STÜCKUNISEX;LINSEN;B&L
37664891;BICYCLES;CORRATEC X-VERT MISS C 650B 27,5 BLACK MATT/PINK;FAHRRAEDER>>MOUNTAINBIKES>>LADYBIKESHT;CORRATEC
26435375;USB MEMORY;32GB USB STICK RAINBOW;WECHSEL-LAUFWERKE;INTENSO
25813872;WASHINGMACHINES;WAW 325E25 EXCLUSIV 9 KG**1600 U/MIN**SZV**A+++;WASCHAUTOMATFRONTLADER;BOSCH
37639882;BICYCLES;FIXIE INC. FLOATER RACE BLACK;FAHRRAEDER>>SINGLESPEED>>OLDSINGLESPEEDMITRENNRADLENKER;FIXIE INC.
24555006;WASHINGMACHINES;WASCHVOLLAUTOMAT OMV510A+ OMV510A+|| EEK:A+, 1000 U/MIN, 5KG KAPAZITAET  5043487;412;VESTEL GERMANY GMBH
23157684;WASHINGMACHINES;SIEMENS WM 14 E 3 X2;5030;SEG HAUSGERäTE GMBH
67382345;BICYCLES;574014  KINDERRAD FEUERWEHR 16 FEUERWEHR ROT-WEISS;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRÄDER;
40658798;USB MEMORY;USB-STICK 16GB TOSHIBA TRANSMEMORY U202 WHITE  USB2.0 RETA;USB-SPEICHER;TOSHIBA
37761713;BICYCLES;2. WAHL: S'COOL CHIX PRO 20-3 LEMON/GREEN MATT;RESTPOSTEN>>FAHRRADRESTPOSTEN>>KINDER-&JUGENDRAEDER20-26ZOLL;S'COOL
72127119;WASHINGMACHINES;GWA 38431Waschmaschine Grundig  ||Waschmaschine Grundig  ||BHT  60 x 84 x 61  ||GRUNDIG GWA 38431  ||Energieverbrauchklassen A+++/B||Beladungsmenge 8kg, max. Schle||zahl 1400 U/min, Verbrauchswer||im Programmmix: 10560 Liter Wa||195 kWh Strom  ||;6322;BEKO GRUNDIG Deutschland GmbH
42328798;BICYCLES;BERGAMONT HELIX 3.0 HERREN LAVAGREY/ANTHRACITE/WHITE 52 CM;1_7_4;BERGAMONT
62233257;CONTACT LENSES;BIOFINITY TORIC 6ER BOX6 STÜCKUNISEX;LINSEN;COOPER
49060794;WASHINGMACHINES;WM 14 E 290  7 KG / 1400 UMIN. A+++;20251035__STAND-WASCHMASCHINE-FRONT;SIEMENS
66326605;USB MEMORY;USB3.0 STICK, INTENSO IMOBILE LINE;061005__COMPUTER-/INFORMATIONSTECHNIK_SPEICHERMEDIEN_USB-SPEICHERSTICKS;
65581468;USB MEMORY;USB  64GB FL-DRIVE GO USB3.0  SHA  PCK:132000 PEH:0 MEH:ST;3__COMPUTER__STORAGE;SHARKOON
62235981;CONTACT LENSES;RYTHMIC 1 DAY XC90 STÜCKUNISEX;LINSEN;COOPER
23557461;WASHINGMACHINES;WW80K5400WW/EG;WEISSEWAREWASCHMASCHINE;SAMSUNG
62224749;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
16271296;WASHINGMACHINES;SIEMENS WI14S441 WASCHMASCHINE FL / A+ / 220 KWH/JAHR / 1370 UPM / 7 KG / 11000 L/JAHR / AQUASTOP / WEISS;MAJORAPPLIANCES__2000LAUNDRY__2030BIFRONTLOADWASHINGMACHINES;SIEMENS
42315941;BICYCLES;MTB FUJI SLM 1.1 CARBON/GRUEN 48 CM;1_1_2;FUJI
61118545;CONTACT LENSES;BIOFINITY TORIC 6ER BOX;CL;
24560827;WASHINGMACHINES;WASCHVOLLAUTOMAT OMV510A+ OMV510A+|| EEK:A+, 1000 U/MIN, 5KG KAPAZITAET  5043487;412;VESTEL GERMANY GMBH
42315752;BICYCLES;FUJI FINEST 2.3 GRAU 44 CM;1_5_6;FUJI
66604187;BICYCLES;1683838000 BIRIA DAMEN CITYRAD, ALU 26  7G.NEXUS, ND;SPORT&FITNESS_FAHRRAEDER_CITYRAEDER;BIRIA
46866840;WASHINGMACHINES;WT 2796 WPM  WASCHTROCKNER (STAND) 826297;STANDARDKATALOG_ELEKTRO-GROSSGERAETE_WASCHTROCKNER (STAND);MIELE
23534717;WASHINGMACHINES;WM 14N290 7KG, A+++,AQUA-STOP;WEISSEWAREWASCHAUTOMATBIS1400UMIN;SIEMENS-HAUSGERäTE
66614165;BICYCLES;1497960000 VCM 26 ZOLL MOUNTAINBIKE  FARCE FULLY 2015  SCHWARZ MATT;SPORT&FITNESS_FAHRRAEDER_MOUNTAINBIKES;VCM
28847587;USB MEMORY;CM 16GB SPACELOOP RED 2.0;BRAUNE WARE__HARDWARE-ERWEIT__SPEICHERKARTEN;CHIPS & MORE
28064735;USB MEMORY;1230607 TRANSCEND USB-STICK 16GB JETFLASH 820 JETFLASH® 820G;02124__COMPUTERTECHNIK&BUERO-ORGANISATION_MEDIEN/LESEGERAETE_USB-MEMORY;TRANSCEND
42876570;WASHINGMACHINES;WKF120WPS  POWERWASH  9576670;STANDARDKATALOG__ELEKTRO-GROSSGERAETE__WASCHMASCHINEN (STAND);MIELE
23625014;WASHINGMACHINES;5 LAV61470BI ELEKTRO-GERAETE AEG UNTERBAU-WASCHVOLLAUTOMAT||LAVAMAT 61470 BI, VOLLINTEGR. 7 KG, 1400-400 U/MIN,;305;AEG HAUSGERAETE GMBH INNENDIEN
42326971;BICYCLES;DAHON VYBE I3 SCHWARZ .;1_99_5;DAHON
42322050;BICYCLES;CITY BICYCLES LISSABON+ WAVE ROSA 55 CM;1_4_3;BICYCLES
42317467;BICYCLES;BOCAS BARI L WAVE GRAU/BLAU MATT 50 CM;1_4_1;BOCAS
37718247;BICYCLES;CORRATEC MT CROSS BASE GENT DARK GREY MATT/LIME GREEN/WHITE;FAHRRAEDER>>MOUNTAINBIKES>>MTBHARDTAILS;CORRATEC
52108327;WASHINGMACHINES;WA CHAMPION 74  ;00717__WASCHMASCHINE FRONTLADER 1201-1400 RPM;BAUKNECHT
37639682;BICYCLES;CROSS CIERRA;FAHRRAEDER>>CITYRAEDER>>CITYRAEDER;CROSS
56233716;BICYCLES;PROPH.KD.RAD EINSTEIG.6.2 24Z. AKTION:0;84;
64703442;USB MEMORY;PENDRIVE USB 4GB USB2.0 PENDRIVE USB 4GB USB2.0;CHIAVETTE USB __ 04 GB;NILOX STORAGE
63976938;USB MEMORY;JETFLASH 780/8GB USB 3.0;PERIPHERALS __ FLASH MEMORY __ USB MEMORY STICKS;TRANSCEND
66609988;BICYCLES;1621372000 FISCHER RAD CITY DA 28  7-G NEXUS DAMEN;SPORT&FITNESS_FAHRRAEDER_CITYRAEDER;FISCHER
62065970;BICYCLES;FAHRRAD BMX 16, SCHWARZ  R7;SPIELWARE SPIELEN IM FREIEN;
30944738;USB MEMORY;USB-STICK GENIE MINI COOPER S, 8 GB 109X, BIS 16 MB/S, TRIBE, MASSSTAB 1:72;SPEICHERMEDIEN;
67025896;BICYCLES;819536  TREKKING 28 TREKKING 28 BRONZEFARBEN 53;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_TREKKINGRAEDER;
72267158;CONTACT LENSES;OAS T;HW;JOHNSON & JOHNSO
67289257;WASHINGMACHINES;293258  WASCHTROCKNER WASCHTROCKNER EH19;411103__HARTWAREN_HAUSHALTSELEKTRO_WAESCHEPFLEGEKUEHLEN_WASCHTROCKNER;
67167591;USB MEMORY;94998  64GB JETFLASH 520G USB-STICK MIT ME 64GB JETFLASH 520G USB-S GOLDFARBEN;410107__HARTWAREN_MULTIMEDIA_OSS_FESTPLATTEN SPEICHER;
30785213;WASHINGMACHINES;BOSCH WVH 30590 HOMEPROFESSIONAL EXCLUSIV;HAUSHALTSGERAETE__WASCHTROCKNER;
66988416;BICYCLES;893149  MTB 26 MTB 26 WEISS 1;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_MOUNTAINBIKE;
37656636;BICYCLES;SERIOUS ROCKVILLE 27,5 BLACK;FAHRRAEDER>>MOUNTAINBIKES>>HARDTAILSBIS500;SERIOUS
16336783;USB MEMORY;LEXAR JUMPDRIVE M20 64GB MOBILE USB 3.0 FLASH DRIVE - LJDM20-64GBBEU;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;LEXAR MEDIA INC
62229066;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
62218455;CONTACT LENSES;PUREVISION 2HD FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;B&L
58255361;WASHINGMACHINES;WaschmaschineTL WAT UNIQ 632 AAA;474734732__KUECHEN_ELEKTRO-STANDGERAETE_WASCHGERAETE;BAUKNECHT HAUSGERATE GMBH
62314939;USB MEMORY;USB-STICK 256GB XLYNE  3.0 USB HIGHSPEED WAVE;USB-SPEICHER;XLYNE
37678607;BICYCLES;CUBE ACCESS WLS DARKBERRY'N'CORAL;FAHRRAEDER>>MOUNTAINBIKES>>LADYBIKESHT;CUBE
25094957;WASHINGMACHINES;HGG WAM BOMANN WA 5814 >WEIÃŸ#;UNASSIGNED;BOMANN
16276831;CONTACT LENSES;AIR OPTIX COLORS, BLUE, FARBIGE MONATSLINSEN WEICH, 2 STUECK / BC 8.6MM / DIA 14.2 / -1.50 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3104COLOUREDCONTACTLENSES;ALCON
58418086;WASHINGMACHINES;WASCHMASCHINE ZANKER KWN8314F;UNASSIGNED;
26295585;WASHINGMACHINES;WKF-110 WPS  11KF1103D  09787040;WASCHMASCHINEN;MIELE
62208508;CONTACT LENSES;FRESHLOOK COLORS2 STÜCKUNISEX;LINSEN;CIBA
77731161;WASHINGMACHINES;INDESIT IWDE 71680 ECO (DE) - WASCHTROCKNER, 7KG WASCHEN, 5K;11011;INDESIT
67017972;BICYCLES;110698  RENNRAD 28 RENNRAD 28 WEISS 4;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRAEDER;
62211995;CONTACT LENSES;BIOFINITY MULTIFOCAL 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
26486160;WASHINGMACHINES;WW10H9600EW/EG;320;SAMSUNG  ELECTRONICS GMBH
65723702;USB MEMORY;LEEF FUSE USB 2.0 8GB;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;LEEF
62232900;CONTACT LENSES;PROCLEAR TORIC6 STÜCKUNISEX;LINSEN;COOPER
67391764;BICYCLES;810698  JUGEND-ATB 26 3G KINDERRAD ATB 24 ROSA/WEISS;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRÄDER;
42320673;BICYCLES;BOCAS X-RAID, Y-ALURAHMEN MATTSCHWARZ/ROT 29 CM;1_6_11;BOCAS
37633820;BICYCLES;VOTEC VRX-C COMP - CYCLOCROSS - BLACK MATT/BLACK GLOSSY;FAHRRAEDER>>FITNESSBIKES/CYCLOCROSS>>CYCLOCROSSER&GRAVELBIKES;VOTEC
65808967;USB MEMORY;TRANSCEND JETFLASH 780 8GB;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;TRANSCEND
42310188;BICYCLES;GHOST PANAMAO X 3 HE SCHWARZ 61 CM;1_7_4;GHOST
42299515;BICYCLES;WINORA BROADWAY EINROHR BONDIBLUE MATT 53 CM;1_4_1;WINORA
72283703;CONTACT LENSES;CONTACTLINSEN BACH OPTIK ONS MERK BALANCE;CL;BACH OPTIK
20505190;USB MEMORY;PHILIPS PICO HIGH SPEED 4GB USB STICK 2.0 WEISS;PC__1100COMPUTINGMEMORY__1105USBFLASHDRIVES;PHILIPS
65924918;CONTACT LENSES;Biotrue One Day Tageslinsen (30 Stk.);KONTAKTLINSEN;
62229445;CONTACT LENSES;BIOFINITY TORIC 3ER BOX3 STÜCKUNISEX;LINSEN;COOPER
62292960;USB MEMORY;VERBATIM STORE'N'GO OTG DUAL DRIVE USB 2.0/OTG 16GB;USB-SPEICHER;VERBATIM
40030190;USB MEMORY;TRANSCEND 64GB JETFLASH 880 MICROUSB UND USB 3.0;MOBILFUNKZUBEHÖR__0230 MOBILFUNK EXT ZUBEHÖR__SPEICHER USB STICKS;TRANSCEND
20612589;USB MEMORY;SANDISK CRUZER EXTR. PRO SDCZ88-128G-G46;USB-STICKS;SANDISK
37694081;BICYCLES;ORTLER BELFORT HERREN SCHWARZ;FAHRRAEDER>>TREKKINGRAEDER>>TREKKING&TRAVELBIKES;ORTLER
72263022;CONTACT LENSES;DAILIES AQUA COMFORT (30);CL;ALCON
28396678;CONTACT LENSES;VISIONSILIKON VIVA 1-DAY MULTI HIGH  030;CL;CONTA OPTIC
63903981;USB MEMORY;PRESTIGIO 16GB USB 2.0 CRYSTAL FLASH DRIVE GUN METAL WITH TRANSPERENT CRYSTAL;MEMORY ( USB FLASH );PRESTIGIO
62222724;CONTACT LENSES;BIOTRUE ONEDAY FOR PRESBYOPIA30 STÜCKUNISEX;LINSEN;B&L
62213617;CONTACT LENSES;PUREVISION TORIC6 STÜCKUNISEX;LINSEN;B&L
68206554;USB MEMORY;INTEGRAL USB FLASH DRIVE XPRESSION 16GB USB 2.0 - FLOWERS;57867_FLASH;INTEGRAL
46934851;WASHINGMACHINES;SAMSUNG WF7AF5E3P4W - WASCHMASCHINE - FREISTEHEND - BREITE: 60 CM - TIEFE: 55 CM - HOEHE: 85 CM - FRONTLADER - 7 KG - 1400 RPM - WEISS;GROSSGERAETE__WASCHMASCHINEN & TROCKNER;SAMSUNG
40849194;WASHINGMACHINES;LG F 1296 NDAH WASCHMASCHINEN (FRONTLADER) IN WHITE;26;
26422152;WASHINGMACHINES;WA 7840 7KG 1400 U/MIN  492695  VORSI!!  FMB18;WASCHMASCHINEN;GORENJE
65432337;USB MEMORY;USB-STICK  32GB SILICON POWER USB 3.0  B20  BLACK;USB-SPEICHER;SILICON POWER
72266594;CONTACT LENSES;MENICONZ SYMBIO;CL;MENICON GMBH
23884005;WASHINGMACHINES;WASCHVOLLAUTOMAT WML15106MNE+|| EEK:A+, 15 PROGR., 5KG, 1000U/MIN  5049998;412;BEKO DEUTSCHLAND GMBH
67406427;BICYCLES;892659  ATB 28 21G ATB 26 21G ANTHRAZIT;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_FAHRRÄDER;
25502315;WASHINGMACHINES;WASCHAUTOMAT WF 71184 ZBD  STAND.-VAR.;ELEKTRO WASCHEN/TROCKNEN // WASCHAUTOMATEN;SAMSUNG ELECTRONICS GMBH
42298006;BICYCLES;MERIDA CROSSWAY 20-D LADY SCHWARZ/HELLBLAU 50 CM;1_7_3;MERIDA
62207864;CONTACT LENSES;BIOMEDICS 1 DAY EXTRA TORIC30 STÜCKUNISEX;LINSEN;COOPER
28375532;WASHINGMACHINES;*WACARE824PS BAUKNECHT WASCHMASCHINE 8KG A+++ 1400UPM SONDERVERHANDELTE GERAETE;UNASSIGNED;
62204458;CONTACT LENSES;FOCUS DAILIES TORIC90 STÜCKUNISEX;LINSEN;CIBA
17336093;CONTACT LENSES;DAILIES AQUACOMFORT PLUS TORIC TAGESLINSEN 30 STUECK / BC 8.8 MM / DIA 14.4 / CYL -0.75 / ACHSE 20 / -3.25 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3102TORICCONTACTLENSES;ALCON
37635875;BICYCLES;GHOST KATO 1 27,5 BLACK/RED/GREY;FAHRRAEDER>>MOUNTAINBIKES>>HARDTAILSBIS500;GHOST
62224895;CONTACT LENSES;AIR OPTIX FOR ASTIGM.6 STÜCKUNISEX;LINSEN;CIBA
30019608;USB MEMORY;TRANSCEND JETFLASH 620 - LECTEUR FLASH USB - 8 GO - USB 2.0 - BLE;H100__GENERAL HARDWARE;TRANSCEND
36096806;USB MEMORY;70220 SANDISK ULTRA FLAIR 16GB USB 3.0 FLASH DRIVE 150MB/S  ME: PE:;SPEICHERMEDIEN__USB-STICK;SANDISK
37723010;BICYCLES;PUKY Z8 KINDERFAHRRAD 18 ZOLL ROT;FAHRRAEDER>>KINDERFAHRRAEDER>>KINDERRAEDER12-18ZOLL;PUKY
42331078;BICYCLES;WINORA CHICA SCHWARZ/WEISS 44 CM;1_3_1;WINORA
63306224;USB MEMORY;16GB DTVP30AV 256BIT USB 3.0 + ESET AV 16GB DTVP30AV 256BIT AES ENCRYPTED USB 3.0 + ESET AV;STORAGE __ FLASH MEMORY DEVICES;KINGSTON TECHNOLOGIES
59123990;BICYCLES;545-01643 YAZOO DEVIL 2.6 14;751520__75-ATB;ZEG
72361441;CONTACT LENSES;PURE VISION -2-;HW;BAUSCH & LOMB
77567116;WASHINGMACHINES;WP 12T227 Waschautom Toplader Waschautom 1200U/min. Toplader;557005;
17758450;CONTACT LENSES;FOCUS DAILIES TORIC TORISCHE TAGESLINSEN WEICH, 30 STUECK / BC 8,6 MM / DIA 14,2 MM / CYL -0,75 / ACHSE 90 / -1,25 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3102TORICCONTACTLENSES;ALCON
25640947;BICYCLES;ROADSIGN ALU-MTB FULLY 24GG ACERA 4GELENK, 2HYBR.SB  S5 26ER;FAHRRAEDER // FAHRRAEDER MOUNTAIN-BIKES;MIFA MITTELDEUTSCHE FAHRRADWERKE AG
29559284;USB MEMORY;PD32GH2GRPIKR10  32GB GOODRAM PICCOLO BLACK RETAIL 10;USB;GOODRAM
64217026;USB MEMORY;UBS/AUV110 32GB WHITE;PERIPHERALS __ FLASH MEMORY __ USB MEMORY STICKS;ADATA
29824440;USB MEMORY;DEFENDER ELITE200 USB 8GB;USB-STICKS FLASH;NO NAME
71367303;USB MEMORY;PIONEER 8GB USB-STICK;9;
59019548;WASHINGMACHINES;99699FL 9KG 1600U/MIN EX A+++ 5JAHRE GARANTIE/10JAHRE MOTORGARANTIE  PACKGR:1.00;WEISSE WARE_GROSSGERAETE_WASCHAUTOMAT;
71978718;WASHINGMACHINES;WAB28270Waschmaschine Bosch  ||BHT  59 x 84 x 55  ||WAB28270  ||Effizienzklassen A+++/B, Max. ||menge 6 kg, max. Schleuderdreh||1400 U/min, Verbrauchswerte/Ja||Programmmix: 10560 Liter Wasse||153 kWh Strom  ||;6311;Bosch Hausgeräte GmbH
26170444;WASHINGMACHINES;WM14E3ED2  25JAHRE KW16/15 369,-;WASCHMASCHINEN;SIEMENS
42296001;BICYCLES;WINORA DOMINGO DLX HERREN SCHWARZ/METALLBLAU MATT 56 CM;1_2_4;WINORA
42307132;BICYCLES;BERGAMONT SWEEP MGN EQ BLACK/RED 60 CM;1_4_2;BERGAMONT
35934764;WASHINGMACHINES;WAB282H2;15516;BOSCH
37650771;BICYCLES;TESTRAD: SERIOUS ROCKVILLE STREET 26;RESTPOSTEN>>FAHRRADRESTPOSTEN>>MTBS&FULLYS;SERIOUS
37701321;BICYCLES;VOTEC VRX-G PRO - GRAVEL - BLACK MATT/BLACK GLOSSY;FAHRRAEDER>>FITNESSBIKES/CYCLOCROSS>>CYCLOCROSSER&GRAVELBIKES;VOTEC
51814572;USB MEMORY;893435 DTU30G3/64GB  ;03510__USB STICK;KINGSTON
21040796;CONTACT LENSES;CL10023 AC RT EXCELLENT;CL;HETYCH KONTAKTLINSEN KG
24310280;WASHINGMACHINES;WASCHVOLLAUTOMAT OMV510A+ OMV510A+|| EEK:A+, 1000 U/MIN, 5KG KAPAZITAET  5043487;412;VESTEL GERMANY GMBH
66977312;BICYCLES;342005  MTB 275 MTB 27,5 GRAU/ORANGE 2;112100__FASHION & SPORT_SPORT_SPORT HARTWAREN_MOUNTAINBIKE;
51809808;USB MEMORY;108066 FERONIA 32GB 25MB/S  ;03510__USB STICK;HAMA
63922846;USB MEMORY;64GB USB 3.0 GOODRAM EDGE BLACK RETAIL9;MEMORY ( USB FLASH );GOODRAM
25810271;WASHINGMACHINES;WF12F9E6P4W/EG;FRONTLADER60CM BREIT;SAMSUNG
23783579;WASHINGMACHINES;0 WAE28196 WEISS;2019;BOSCH
37627959;BICYCLES;FIXIE INC. FLOATER PINK;FAHRRAEDER>>SINGLESPEED>>OLDSINGLESPEEDMITRENNRADLENKER;FIXIE INC.
48556999;USB MEMORY;USB-STICK 16GB TOSHIBA USB2.0 STICK TRANSMEMORY U202 16GB WHITE;243_16 SPEICHERMEDIEN;PC?: WORTMANN AG
62235396;CONTACT LENSES;PROCLEAR 1 DAY MULTIFOCAL30 STÜCKUNISEX;LINSEN;COOPER
65691634;USB MEMORY;LEXAR JUMPDRIVE USB8GB;SPEICHER __ DATENTRAEGER/PC-SPEICHER __ USB-STICKS;LEXAR
62221772;CONTACT LENSES;RYTHMIC 55UV6 STÜCKUNISEX;LINSEN;COOPER
62214596;CONTACT LENSES;AIR OPTIX COLORS2 STÜCKUNISEX;LINSEN;CIBA
73829291;BICYCLES;85616-40 SPECIALIZED JYNX ELITE 650B DRTYWHT/NVY/HYP MTB (H) HARDTAIL;6513602106;SPECIALIZED
42330833;BICYCLES;GAZELLE TORRENTE XTRA DAMEN GRAU 57 CM;1_2_3;GAZELLE
17920670;CONTACT LENSES;ALCON DAILIES AQUACOMFORT PLUS TAGESLINSEN WEICH, 180 STUECK / BC 8.7 MM / DIA 14 / -3.25 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3101SPHERICCONTACTLENSES;ALCON
62232948;CONTACT LENSES;ACUVUE OASYS FOR ASTIGMATISM6 STÜCKUNISEX;LINSEN;J&J
52158581;USB MEMORY;ECMMD32GC410 C410 32GB  ;03510__USB STICK;EMTEC
61118633;CONTACT LENSES;AIR OPTIX AQUA MULTIFOCAL 6ER BOX;CL;
62272005;USB MEMORY;USB-STICK  64GB TRANSCEND JETFLASH 350 SCHWARZ;USB-SPEICHER;TRANSCEND
26179632;WASHINGMACHINES;WF 7802 SUPERSLIM;WASCHAUTOMATEN SOLO;SAMSUNG -W-
24818191;BICYCLES;W.ALU MTB 27,5 BERGSTEIGER;620001__MTB;
19872122;CONTACT LENSES;AIR OPTIX AQUA MULTIFOCAL MONATSLINSEN WEICH, 6 STUECK / BC 8.6 MM / DIA 14.2 / ADD HI / +5,50 DIOPTRIEN;HEALTH&PERSONALCARE__3100OPTICS__3103MULTIFOCALCONTACTLENSES;ALCON
25440862;BICYCLES;20 ZOLL MTB JUGENDFAHRRAD GALANO ADRENALIN KINDERFAHRRAD  Schwarz;FAHRRAEDER // JUGEND-FAHRRAEDER;PENTAGON SALES GMBH
25590943;BICYCLES;ZUENDAPP YELLOW 3.0 KINDERFAHRRAD MAEDCHEN 3 GG STVZO  S5 26ER MAEDCHEN;FAHRRAEDER // JUGEND-FAHRRAEDER;MIFA-BIKE GESELLSCHAFT MBH
61884333;USB MEMORY;USB  16GB  4/13 JFLASH 590W  TRC  PCK: PEH:0 MEH:ST;3__COMPUTER__STORAGE;TRANSCEND
62204738;CONTACT LENSES;ECCO SILICONE COMFORT T6 STÜCKUNISEX;LINSEN;MPG&E
37632640;BICYCLES;GIANT PROPEL ADVANCED 2;FAHRRAEDER>>RENNRAEDER>>RENNRAEDERAB1000;GIANT
36140049;USB MEMORY;FILEIT USB STICK 16 GB SCHWARZ;553009__BUEROTECHNIK_PC-TECHNIK_SPEICHERMEDIEN;
37738899;BICYCLES;GIANT DEFY ADVANCED 1 LTD CARBONBLACK-RACEWHITE;FAHRRAEDER>>RENNRAEDER>>RENNRAEDERAB2000;GIANT
23686830;USB MEMORY;STORE N GO V3 USB DRIVE 64GB G USB-STICK 3.0, 64 GB SPEICHERKAPAZITAET  49174;SPEICHERSTICKS;VERBATIM
52102554;WASHINGMACHINES;WM 6014 A++  ;00717__WASCHMASCHINE FRONTLADER 1201-1400 RPM;COMFEE
66670674;USB MEMORY;ADATA DASHDRIVE S102 PRO;30000785;ADATA TECHNOLOGY (USA) CO., LTD
28724811;USB MEMORY;HAMA HS PRO FP VALORE 8GB 166X USB-SPEICHERSTICK 104387 HAMAHSPROFPVALORE8GB166X104387;06035020__COMPUTER__SPEICHER__USB;BÃ¼NTING SYSTEMKUNDEN HANDELS-GMBH
62229261;CONTACT LENSES;BIOMEDICS TORIC UV6 STÜCKUNISEX;LINSEN;COOPER
60957729;CONTACT LENSES;1-DAY-ACUVUE 30ER BOX;KONTAKTLINSEN;COOPERVISION
66661491;USB MEMORY;LEXAR JUMPDRIVE M20 DUAL USB3.0;30000785;LEXAR
23501887;WASHINGMACHINES;WASCHVOLLAUTOMAT CWT12T27;WASCHTROCKENBUEGELNWASCHMASCHINEN;CONSTRUCTA
60168534;USB MEMORY;EMTEC USB STICK 8GB SMILEY MR  HAW;671W0925;
72272441;CONTACT LENSES;CLEAR COMFORT (6ER BOX);CL;SAUFLON
40847968;WASHINGMACHINES;BOSCH WAE283ECO WASCHVOLLAUTOMAT IN WHITE;26;
61120797;CONTACT LENSES;PUREVISION 2HD FOR ASTIGMATISM 6ER BOX;CL;
37630380;BICYCLES;CUBE AXIAL WLS C:62 SL DISC AQUA'N'GREEN;FAHRRAEDER>>RENNRAEDER>>DAMENRENNRAEDER;CUBE
49395271;WASHINGMACHINES;WM 16W591WASCHMASCHINE, 8 KG, 196 KWHEEK: A+++, 1600  U/MIN, 10560 LITEROUTDOOR WM16W591;HAUSGERAETE_WASCHMASCHINEN_FRONTLADER;SIEMENS
24726882;USB MEMORY;F.USB-STICK 16GB BUSINESS;580810__USB-STICK;
62959627;USB MEMORY;TRANSMEMORY EXII 32GB SILVER USB3.0 USB STICK;MEMORY AND PROCESSORS __ TOSHIBA MEMORY;TOSHIBA - MASS STORAGE
65924759;CONTACT LENSES; SofLens Daily Disposable 90 ;DAY LENS;BAUSCH-AND-LOMB
42308980;BICYCLES;BERGAMONT HORIZON 4.0 HE DUNKELSILBER/BLAU/GRAU 60 CM;1_2_4;BERGAMONT
28821686;WASHINGMACHINES;WMH262WPS D LW PWASH 2.0 & TDO;WEI.WARE+KUECHEN__WAESCHEPFLEGE__WASCHVOLLAUTOM.;MIELE
19676701;CONTACT LENSES;PROCLEAR SPHERIC MONATSLINSEN WEICH, 6 STUECK / BC 8.6 MM / DIA 14.2 / +4,25 DIOPTRIEN;HEALTH&PERSONALCARE__3000HEALTHCARE__3042CONTACTLENSES;COOPER VISION
